TEAM,W,L,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
San Diego,7,20,23.89,57.67,0.41,17.96,38.44,0.47,5.93,19.22,0.29,11.85,18.04,0.65,65.56,7.96,23.37,31.33,12.15,5.48,3.44,13.33,18.26
Santa Clara,17,12,26.55,57.69,0.46,18.83,36.14,0.53,7.72,21.55,0.36,14.69,20.00,0.75,75.52,6.28,25.48,31.76,15.34,6.62,3.34,12.69,20.03
Dartmouth,8,16,24.67,54.50,0.45,17.79,33.29,0.54,6.88,21.21,0.32,10.42,15.04,0.69,66.63,5.33,25.88,31.21,12.50,4.58,2.58,11.29,16.92
Harvard,18,6,26.13,57.83,0.45,18.83,35.71,0.53,7.29,22.13,0.34,13.33,19.08,0.69,72.88,9.08,26.67,35.75,11.83,5.96,4.96,13.21,17.83
Florida Gulf Coast,10,18,23.29,56.07,0.42,16.07,33.11,0.49,7.21,22.96,0.32,8.14,11.86,0.67,61.93,8.86,23.18,32.04,12.75,6.14,4.50,14.18,15.50
NJIT,7,19,22.73,56.81,0.40,17.12,38.27,0.45,5.62,18.54,0.30,11.81,17.69,0.66,62.88,7.92,22.69,30.62,10.46,5.88,3.12,10.62,16.88
High Point,9,20,22.83,54.90,0.42,16.41,35.14,0.47,6.41,19.76,0.32,15.52,22.28,0.68,67.59,10.55,21.76,32.31,12.69,5.21,3.55,13.07,18.59
Longwood,10,16,21.77,55.35,0.39,12.50,27.88,0.44,9.27,27.46,0.34,13.08,18.54,0.68,65.88,6.46,23.77,30.23,10.85,6.88,2.19,13.23,18.58
Florida Atlantic,15,13,25.43,59.36,0.43,17.00,34.00,0.50,8.43,25.36,0.33,11.43,16.00,0.72,70.71,8.64,24.43,33.07,12.18,7.00,1.86,12.89,16.82
Old Dominion,10,18,23.79,59.00,0.40,17.89,38.68,0.46,5.89,20.32,0.29,11.71,16.64,0.70,65.18,9.64,26.61,36.25,10.79,6.18,2.54,11.68,16.89
Utah,13,15,23.54,54.04,0.44,16.75,33.25,0.50,6.79,20.79,0.33,14.14,19.25,0.73,68.00,7.57,22.96,30.54,13.18,5.68,2.64,12.57,15.39
Marshall,16,13,28.24,63.55,0.44,20.28,38.79,0.52,7.97,24.76,0.32,12.38,18.59,0.67,76.83,9.69,26.24,35.93,14.66,8.17,5.76,14.28,19.31
Western Kentucky,16,10,25.19,56.96,0.44,18.31,35.92,0.51,6.88,21.04,0.32,17.19,21.88,0.78,74.46,7.15,23.15,30.31,10.19,6.69,3.73,11.08,13.81
Grand Canyon,12,14,24.69,54.42,0.46,18.50,36.54,0.51,6.19,17.88,0.35,15.35,20.46,0.74,70.92,6.65,23.77,30.42,11.62,4.73,1.42,10.69,16.08
Louisiana,11,18,24.66,59.59,0.41,16.79,34.69,0.49,7.86,24.90,0.31,15.17,20.66,0.74,72.34,9.45,22.90,32.34,11.48,5.72,3.03,13.28,17.62
Louisiana Monroe,7,18,22.36,53.40,0.42,15.92,34.80,0.46,6.44,18.60,0.34,12.52,17.96,0.69,63.68,7.84,22.88,30.72,11.88,4.24,3.12,12.48,16.80
Murray St.,21,8,26.38,55.83,0.47,19.76,38.14,0.52,6.62,17.69,0.38,15.34,21.72,0.71,74.72,8.34,26.28,34.62,13.86,5.69,3.76,13.28,17.76
Tennessee St.,15,14,25.03,54.66,0.46,18.00,34.45,0.53,7.03,20.21,0.35,12.17,18.34,0.66,69.45,9.17,25.14,34.31,13.14,5.38,3.97,16.45,19.93
Purdue Fort Wayne,12,16,24.57,58.82,0.42,16.61,32.82,0.51,7.96,26.00,0.31,9.39,14.21,0.67,66.50,8.61,23.43,32.04,12.29,7.39,2.93,13.04,15.36
Nebraska Omaha,14,14,27.64,61.75,0.45,21.39,43.25,0.50,6.25,18.50,0.34,12.43,17.32,0.70,73.96,8.54,24.21,32.75,11.93,5.32,3.14,11.43,16.93
North Dakota,14,16,25.77,56.13,0.46,17.87,33.00,0.54,7.90,23.13,0.34,15.83,20.73,0.74,75.27,7.17,25.27,32.43,12.80,4.47,2.27,12.67,17.97
Western Illinois,5,18,27.39,63.87,0.43,18.87,40.83,0.46,8.52,23.04,0.37,10.74,13.91,0.76,74.04,7.30,24.78,32.09,10.04,5.04,2.17,11.65,17.78
Pepperdine,13,15,26.29,60.50,0.44,18.57,38.18,0.48,7.71,22.32,0.34,15.64,19.96,0.78,75.93,8.61,23.86,32.46,14.71,6.21,3.93,12.39,17.96
Portland,6,22,23.18,55.11,0.42,16.71,35.57,0.47,6.46,19.54,0.34,12.61,18.64,0.68,65.43,5.32,23.54,28.86,12.54,5.21,3.64,13.57,17.64
Rice,11,16,25.07,57.59,0.44,15.00,28.11,0.53,10.07,29.48,0.34,14.33,19.93,0.72,74.56,7.56,23.93,31.48,14.22,5.74,1.67,12.48,16.59
UTSA,13,14,27.96,64.81,0.43,18.07,37.67,0.48,9.89,27.15,0.37,13.56,17.70,0.77,79.37,9.56,26.52,36.07,12.81,5.67,2.81,12.56,19.81
Little Rock,18,9,24.74,52.78,0.47,18.44,35.15,0.52,6.30,17.63,0.35,17.56,24.78,0.71,73.33,8.33,24.19,32.52,14.93,6.81,3.78,14.89,18.52
South Alabama,18,9,25.04,53.04,0.48,19.67,37.26,0.53,5.37,15.78,0.34,15.33,21.37,0.72,70.78,7.11,23.04,30.15,11.15,7.44,3.41,11.81,15.85
Eastern Kentucky,14,15,25.52,62.79,0.41,17.62,38.10,0.46,7.90,24.69,0.32,14.72,20.48,0.69,73.66,9.14,22.10,31.24,11.86,8.79,2.03,13.03,18.21
Tennessee Tech,8,17,24.84,59.36,0.42,16.16,33.60,0.48,8.68,25.76,0.34,9.24,13.80,0.67,67.60,9.00,22.12,31.12,14.68,7.16,3.20,13.32,14.92
New Mexico St.,23,4,25.30,55.07,0.46,16.00,29.33,0.54,9.30,25.74,0.36,11.96,16.41,0.72,71.85,9.56,23.22,32.78,14.85,6.41,1.96,12.00,15.85
UT Rio Grande Valley,13,12,26.08,59.48,0.44,19.56,40.28,0.49,6.52,19.20,0.34,15.56,21.44,0.72,74.24,9.16,20.60,29.76,15.64,8.60,3.56,13.16,20.00
Wichita St.,20,8,24.54,60.11,0.41,16.86,36.21,0.47,7.68,23.89,0.32,14.21,20.50,0.70,70.96,10.11,25.68,35.79,13.82,6.89,3.54,12.46,18.75
Arizona,17,11,25.82,59.43,0.43,18.71,38.61,0.48,7.11,20.82,0.34,16.04,21.93,0.73,74.79,9.68,24.32,34.00,14.89,6.46,3.68,11.71,18.57
Colorado,18,11,24.14,55.03,0.44,16.72,33.38,0.50,7.41,21.66,0.34,14.90,20.00,0.74,70.59,8.45,25.38,33.83,13.21,5.38,3.07,12.34,15.03
Washington,13,16,24.34,54.90,0.45,17.34,33.31,0.52,7.00,21.59,0.31,15.83,21.66,0.73,71.52,8.03,24.86,32.90,12.10,7.34,5.72,14.52,17.41
Idaho St.,6,20,25.46,55.77,0.46,19.27,38.15,0.50,6.19,17.62,0.35,13.00,19.65,0.66,70.12,8.08,21.65,29.73,11.62,4.38,2.46,12.96,14.81
Montana St.,12,14,23.04,52.23,0.44,17.73,35.42,0.51,5.31,16.81,0.31,14.85,19.81,0.75,66.23,5.92,25.96,31.88,10.92,4.88,2.38,12.92,17.42
Loyola Marymount,10,19,22.79,49.72,0.46,17.59,32.45,0.55,5.21,17.28,0.29,12.00,17.52,0.67,62.79,6.72,21.10,27.83,11.21,5.72,2.00,13.03,18.62
Saint Mary's,23,7,27.27,56.83,0.48,19.23,36.17,0.54,8.03,20.67,0.39,13.27,17.50,0.75,75.83,6.73,23.10,29.83,11.73,6.60,2.00,8.53,16.40
Montana,17,10,27.70,57.81,0.48,21.81,42.07,0.52,5.89,15.74,0.37,10.96,15.11,0.69,72.26,5.30,23.15,28.44,12.85,6.33,3.15,11.07,20.85
Weber St.,12,18,26.23,56.87,0.46,19.40,36.17,0.54,6.83,20.70,0.32,11.87,16.00,0.74,71.17,6.70,24.43,31.13,11.13,5.27,3.97,11.20,14.27
Cal St. Bakersfield,10,17,24.41,56.63,0.44,19.56,41.30,0.48,4.85,15.33,0.32,11.85,17.70,0.67,65.52,10.81,22.67,33.48,11.37,5.74,2.89,13.30,21.48
Seattle,12,12,24.67,61.88,0.40,16.96,37.96,0.45,7.71,23.92,0.32,17.00,22.00,0.77,74.04,9.58,23.08,32.67,10.54,5.92,3.21,9.38,20.21
Cal St. Fullerton,9,18,24.37,55.78,0.44,18.07,37.00,0.49,6.30,18.78,0.33,14.33,21.15,0.68,69.37,6.89,23.56,30.44,11.85,4.85,3.15,12.48,18.63
Cal St. Northridge,15,12,27.93,59.81,0.47,20.59,40.11,0.51,7.33,19.70,0.38,14.00,19.00,0.74,77.19,7.67,23.63,31.30,14.04,5.81,3.41,10.15,16.93
Cal Poly,6,20,23.27,56.12,0.41,16.54,36.23,0.46,6.73,19.88,0.33,14.42,20.42,0.71,67.69,6.69,22.50,29.19,10.15,6.46,2.73,13.19,21.04
UC Irvine,18,9,27.70,58.70,0.47,21.37,41.07,0.52,6.33,17.63,0.37,12.26,16.81,0.73,74.00,9.96,26.22,36.19,14.89,6.41,3.70,12.81,18.15
UC Riverside,15,13,23.82,53.54,0.45,15.75,30.79,0.52,8.07,22.75,0.35,9.82,14.57,0.69,65.54,7.00,25.36,32.36,12.86,5.04,2.79,12.18,17.14
UC Santa Barbara,20,8,24.29,54.07,0.45,17.93,35.25,0.51,6.36,18.82,0.34,15.43,20.46,0.74,70.36,9.18,22.36,31.54,13.57,4.75,2.43,11.11,16.64
Gonzaga,27,2,31.28,61.59,0.51,23.93,42.31,0.57,7.34,19.28,0.40,16.45,23.93,0.68,86.34,9.83,27.03,36.86,16.10,7.31,3.66,10.83,14.52
Pacific,19,8,25.44,57.30,0.45,20.07,41.33,0.49,5.37,15.96,0.34,13.44,19.93,0.67,69.70,10.44,24.44,34.89,11.59,5.41,4.30,11.93,19.74
UC Davis,12,15,25.07,54.89,0.46,16.78,34.44,0.49,8.30,20.44,0.40,14.04,17.70,0.79,72.48,6.11,21.74,27.85,12.19,5.78,1.78,11.74,18.81
Hawaii,14,11,24.16,57.00,0.43,17.08,35.32,0.49,7.08,21.68,0.33,12.96,18.60,0.67,68.36,8.88,22.28,31.16,13.24,5.48,1.96,12.44,17.28
Brown,12,12,23.08,58.13,0.40,16.46,36.17,0.45,6.63,21.96,0.30,13.50,18.50,0.72,66.29,9.67,24.38,34.04,11.21,6.46,4.63,14.17,16.71
Yale,21,5,27.19,57.12,0.47,18.35,33.50,0.54,8.85,23.62,0.37,13.12,18.12,0.72,76.35,7.65,28.46,36.12,15.50,6.12,3.12,12.38,14.73
Marist,6,21,21.63,54.22,0.40,13.89,32.00,0.44,7.74,22.22,0.35,10.70,16.30,0.67,61.70,7.52,23.30,30.81,10.85,6.81,3.00,13.63,18.89
Northern Kentucky,20,8,24.79,57.96,0.43,17.04,32.18,0.53,7.75,25.79,0.30,14.29,20.21,0.70,71.61,9.36,23.79,33.14,13.00,7.79,1.89,11.75,17.93
Wright St.,22,6,28.14,61.75,0.46,20.57,40.89,0.51,7.57,20.86,0.36,16.14,24.11,0.68,80.00,10.00,26.32,36.32,13.86,6.36,3.64,12.00,16.18
Campbell,12,15,24.26,53.26,0.46,16.74,31.48,0.53,7.52,21.78,0.35,10.30,14.26,0.71,66.33,5.78,22.30,28.07,14.52,6.81,3.07,12.78,17.70
North Alabama,11,15,23.50,54.92,0.43,16.38,34.62,0.48,7.12,20.31,0.36,14.58,20.92,0.69,68.69,8.19,23.96,32.15,10.69,5.92,2.15,13.85,18.88
Merrimack,17,9,23.19,54.19,0.43,15.23,31.31,0.49,7.96,22.88,0.34,9.23,13.81,0.67,63.58,6.15,20.00,26.15,13.15,10.00,3.19,11.42,17.42
Chicago St.,3,22,19.96,48.88,0.41,14.36,31.28,0.46,5.60,17.60,0.32,14.88,20.36,0.72,60.40,5.96,20.60,26.56,10.12,4.92,2.48,16.96,20.72
Long Beach St.,10,18,24.11,56.04,0.43,18.39,39.57,0.47,5.71,16.46,0.34,13.82,19.57,0.69,67.75,7.68,24.07,31.75,11.50,5.82,4.07,15.61,17.36
